Time,ThumbX,ThumbY,ThumbZ,ThumbForce,IndexX,IndexY,IndexZ,IndexForce,MiddleX,MiddleY,MiddleZ,MiddleForce,CenterX,CenterY,CenterZ,cube0X,cube0Y,cube0Z,cube1X,cube1Y,cube1Z,cube2X,cube2Y,cube2Z
10:56:04.0049,-0.1882828,0.9716005,-0.1487408,0.05733821,-0.2834878,0.9342647,-0.1725676,0.05733853,-0.3151647,0.9303179,-0.1605073,0.09747529,-0.2665182,1.006286,-0.0620749,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0065,-0.1907355,0.9715524,-0.149502,0.05733821,-0.2859406,0.9342165,-0.1733286,0.05733853,-0.3176174,0.9302702,-0.1612685,0.09747529,-0.2689709,1.006238,-0.06283581,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0318,-0.1957702,0.9490218,-0.1504281,0.03894382,-0.2887312,0.9148788,-0.1694536,0.06144099,-0.316758,0.91169,-0.1489927,0.07657585,-0.2691274,1.004598,-0.06123197,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0333,-0.1962441,0.9529133,-0.1509194,0.03894382,-0.289205,0.9187703,-0.1699451,0.06144099,-0.3172319,0.9155812,-0.1494842,0.07657585,-0.2696013,1.008489,-0.06172347,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0349,-0.1964308,0.9536915,-0.1511652,0.03894382,-0.2893916,0.9195485,-0.1701909,0.06144099,-0.3174186,0.9163597,-0.14973,0.07657585,-0.269788,1.009267,-0.0619694,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0359,-0.196503,0.9538467,-0.1512799,0.03894382,-0.2894638,0.9197037,-0.1703055,0.06144099,-0.3174908,0.9165149,-0.1498445,0.07657585,-0.2698601,1.009423,-0.06208396,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0584,-0.1981444,0.9486845,-0.1475477,0.05142188,-0.2915057,0.9145079,-0.1644433,0.09124359,-0.3220915,0.9133849,-0.1495873,0.1376345,-0.2703975,1.008592,-0.06028759,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0605,-0.1967965,0.9532156,-0.1487297,0.05142188,-0.2901579,0.9190392,-0.1656249,0.09124359,-0.3207437,0.9179163,-0.1507692,0.1376345,-0.2690496,1.013123,-0.06146944,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0620,-0.1956823,0.9541221,-0.1497059,0.05142188,-0.2890436,0.9199457,-0.1666012,0.09124359,-0.3196294,0.9188223,-0.1517454,0.1376345,-0.2679354,1.014029,-0.06244564,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0859,-0.1970719,0.9489632,-0.1462162,0.1081011,-0.291273,0.9159856,-0.1623009,0.2113588,-0.321745,0.9161358,-0.1467609,0.2270756,-0.2679828,1.013931,-0.06157434,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.0880,-0.1966392,0.952601,-0.1466722,0.1081011,-0.2908402,0.9196234,-0.1627572,0.2113588,-0.3213123,0.9197736,-0.1472172,0.2270756,-0.2675501,1.017569,-0.06203055,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1254,-0.1971527,0.9502788,-0.1443956,0.1769981,-0.2914639,0.9168327,-0.1587652,0.3427054,-0.3228955,0.9179459,-0.1455454,0.2098978,-0.2673782,1.017701,-0.06115818,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1274,-0.1969657,0.9535029,-0.1445843,0.1769981,-0.2912769,0.9200566,-0.1589539,0.3427054,-0.3227085,0.9211698,-0.145734,0.2098978,-0.2671912,1.020925,-0.06134689,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1285,-0.1967217,0.9541476,-0.1448313,0.1769981,-0.2910329,0.9207013,-0.1592007,0.3427054,-0.3224645,0.9218144,-0.1459808,0.2098978,-0.2669473,1.021569,-0.06159365,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1306,-0.1965281,0.9542766,-0.1450267,0.1769981,-0.2908392,0.9208302,-0.1593963,0.3427054,-0.3222708,0.9219434,-0.1461765,0.2098978,-0.2667535,1.021698,-0.06178939,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1648,-0.1919232,0.974792,-0.1455482,0.3316083,-0.2884517,0.9366879,-0.1675694,0.5678946,-0.3222207,0.9364061,-0.1572424,0.3304581,-0.2665744,1.022076,-0.06255782,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1669,-0.1918274,0.9727874,-0.1456052,0.3316083,-0.2883559,0.9346836,-0.1676267,0.5678946,-0.3221248,0.9344018,-0.1572996,0.3304581,-0.2664786,1.020071,-0.06261492,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1684,-0.1918125,0.9723859,-0.1456126,0.3316083,-0.288341,0.9342821,-0.167634,0.5678946,-0.3221099,0.934,-0.157307,0.3304581,-0.2664637,1.01967,-0.06262219,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.1690,-0.1917976,0.9723058,-0.1456199,0.3316083,-0.2883263,0.934202,-0.1676413,0.5678946,-0.3220952,0.9339199,-0.1573143,0.3304581,-0.2664489,1.01959,-0.06262958,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2055,-0.1894301,0.9805188,-0.1507754,0.3621515,-0.2849333,0.9426758,-0.176667,0.6210957,-0.3201198,0.9432669,-0.1708843,0.3644611,-0.2656558,1.02102,-0.06581712,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2076,-0.1890048,0.9733829,-0.150732,0.3621515,-0.2845079,0.9355397,-0.1766237,0.6210957,-0.3196944,0.936131,-0.170841,0.3644611,-0.2652304,1.013884,-0.06577396,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2087,-0.1889924,0.9719553,-0.1507297,0.3621515,-0.2844955,0.9341123,-0.1766214,0.6210957,-0.3196821,0.9347034,-0.1708385,0.3644611,-0.2652178,1.012457,-0.0657717,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2108,-0.1889796,0.9716699,-0.150727,0.3621515,-0.2844827,0.9338269,-0.1766188,0.6210957,-0.3196692,0.9344177,-0.170836,0.3644611,-0.2652051,1.012171,-0.06576908,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2446,-0.1870551,0.9785848,-0.1545441,0.3536156,-0.2826226,0.9439447,-0.188777,0.5853806,-0.3177343,0.9419973,-0.1799948,0.3506573,-0.2644519,1.013222,-0.06807756,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2472,-0.1869951,0.9705734,-0.1535856,0.3536156,-0.2825626,0.9359336,-0.1878185,0.5853806,-0.3176741,0.9339862,-0.1790364,0.3506573,-0.2643918,1.005211,-0.06711888,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2483,-0.1871902,0.9678624,-0.153286,0.3536156,-0.2827577,0.9332221,-0.187519,0.5853806,-0.3178692,0.9312749,-0.1787368,0.3506573,-0.264587,1.0025,-0.06681931,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2504,-0.1871509,0.96732,-0.1532753,0.3536156,-0.2827183,0.9326799,-0.1875083,0.5853806,-0.3178301,0.9307327,-0.1787261,0.3506573,-0.2645476,1.001958,-0.0668087,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2852,-0.1888297,0.9563146,-0.1614981,0.1911806,-0.282784,0.9258065,-0.1939334,0.336903,-0.3173086,0.9245756,-0.1846083,0.3540427,-0.2638018,1.003062,-0.06896877,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2873,-0.1876929,0.9538903,-0.1598287,0.1911806,-0.2816472,0.9233825,-0.192264,0.336903,-0.3161718,0.9221516,-0.1829391,0.3540427,-0.2626651,1.000638,-0.06729913,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2884,-0.1868971,0.9521928,-0.1586605,0.1911806,-0.2808514,0.9216847,-0.1910958,0.336903,-0.315376,0.9204535,-0.1817709,0.3540427,-0.2618693,0.9989402,-0.06613111,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.2910,-0.1865636,0.9517493,-0.1579179,0.1911806,-0.2805178,0.9212418,-0.1903533,0.336903,-0.3150425,0.9200106,-0.1810281,0.3540427,-0.2615356,0.998497,-0.06538856,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3257,-0.1842266,0.9589615,-0.1612045,0.0798484,-0.2779709,0.9314198,-0.1989259,0.1201874,-0.3122272,0.9281077,-0.1879208,0.142544,-0.260725,1.000162,-0.06729174,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3273,-0.1839592,0.9634736,-0.1598413,0.0798484,-0.2777035,0.9359319,-0.1975628,0.1201874,-0.3119599,0.9326198,-0.1865577,0.142544,-0.2604577,1.004674,-0.0659287,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3283,-0.1837721,0.9666326,-0.1588874,0.0798484,-0.2775164,0.939091,-0.1966088,0.1201874,-0.3117728,0.9357789,-0.1856034,0.142544,-0.2602705,1.007833,-0.06497455,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3304,-0.1836407,0.9688442,-0.1582191,0.0798484,-0.2773851,0.9413025,-0.1959406,0.1201874,-0.3116414,0.9379904,-0.1849355,0.142544,-0.2601392,1.010045,-0.06430638,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3319,-0.1835487,0.9703915,-0.157751,0.0798484,-0.2772931,0.9428499,-0.1954724,0.1201874,-0.3115495,0.9395378,-0.1844673,0.142544,-0.2600471,1.011592,-0.06383836,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3650,-0.1772552,0.9968262,-0.1536503,0.02032351,-0.2704798,0.9679499,-0.1990939,0.01516224,-0.3060524,0.9635253,-0.1920393,0.02390403,-0.2590473,1.014681,-0.06617033,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3660,-0.1771428,1.002956,-0.152486,0.02032351,-0.2703675,0.9740796,-0.1979294,0.01516224,-0.30594,0.969655,-0.1908749,0.02390403,-0.258935,1.02081,-0.0650059,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3676,-0.1770639,1.007247,-0.1516708,0.02032351,-0.2702886,0.9783707,-0.1971142,0.01516224,-0.3058611,0.9739466,-0.1900597,0.02390403,-0.258856,1.025101,-0.06419063,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3937,-0.1735977,1.017738,-0.1523937,0.01948169,-0.2651845,0.988919,-0.199863,0.01905569,-0.3000029,0.9824193,-0.192275,0.02511143,-0.2576171,1.030014,-0.0661006,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3953,-0.1731304,1.025105,-0.1512127,0.01948169,-0.2647171,0.9962859,-0.1986822,0.01905569,-0.2995356,0.9897861,-0.1910939,0.02511143,-0.2571498,1.037381,-0.06491971,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.3963,-0.1728029,1.030263,-0.1503849,0.01948169,-0.2643897,1.001444,-0.1978543,0.01905569,-0.2992082,0.9949443,-0.1902661,0.02511143,-0.2568223,1.042539,-0.0640918,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4326,-0.1690427,1.039585,-0.1500663,0.03917571,-0.2591585,1.011135,-0.1998913,0.03513033,-0.2933125,1.002638,-0.1917576,0.03523651,-0.2553456,1.047637,-0.06549013,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4336,-0.1680262,1.045489,-0.1495337,0.03917571,-0.2581419,1.017039,-0.1993591,0.03513033,-0.292296,1.008542,-0.1912251,0.03523651,-0.2543291,1.053541,-0.06495762,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4346,-0.1673144,1.049621,-0.1491607,0.03917571,-0.2574301,1.021172,-0.1989859,0.03513033,-0.2915842,1.012675,-0.190852,0.03523651,-0.2536173,1.057673,-0.06458449,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4367,-0.1668156,1.052515,-0.1488984,0.03917571,-0.2569313,1.024065,-0.1987236,0.03513033,-0.2910854,1.015568,-0.1905895,0.03523651,-0.2531185,1.060567,-0.06432211,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4721,-0.1630606,1.058451,-0.1482432,0.04441017,-0.2516904,1.029198,-0.1989813,0.04124083,-0.2850486,1.019419,-0.1905011,0.04125834,-0.2515914,1.06377,-0.06570446,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4731,-0.161509,1.062728,-0.1482797,0.04441017,-0.2501389,1.033475,-0.1990175,0.04124083,-0.2834971,1.023696,-0.1905375,0.04125834,-0.2500398,1.068048,-0.06574082,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.4742,-0.160423,1.065722,-0.1483053,0.04441017,-0.2490529,1.036469,-0.1990432,0.04124083,-0.282411,1.02669,-0.1905632,0.04125834,-0.2489538,1.071041,-0.06576657,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.5005,-0.1541854,1.073124,-0.1468382,0.02950023,-0.2402739,1.043069,-0.1999211,0.02553103,-0.2732503,1.032938,-0.1929263,0.0290007,-0.2461651,1.074713,-0.06796193,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.5015,-0.1519132,1.078724,-0.147114,0.02950023,-0.2380017,1.04867,-0.2001969,0.02553103,-0.270978,1.038538,-0.1932023,0.0290007,-0.2438928,1.080313,-0.06823778,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.5025,-0.1503225,1.082647,-0.1473073,0.02950023,-0.2364109,1.052592,-0.2003906,0.02553103,-0.2693873,1.042461,-0.1933955,0.0290007,-0.242302,1.084235,-0.06843126,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
10:56:04.5040,-0.1492091,1.085391,-0.1474428,0.02950023,-0.2352976,1.055336,-0.200526,0.02553103,-0.2682739,1.045205,-0.193531,0.0290007,-0.2411887,1.08698,-0.06856656,0.1369155,0.9516006,-0.3050978,0.3983357,0.9515991,-0.2322259,-0.2405666,0.9573684,-0.2155329
